user_id,persona_id,score,userId,main_persona,main_persona_score,sub_persona,sub_persona_score,persona_status
84.0,액션_헌터,0.1478300180831826,,,,,,
84.0,무비_셜록,0.2246835443037974,,,,,,
84.0,시네파_울보,0.2038878842676311,,,,,,
84.0,온기_수집가,0.2391500904159132,,,,,,
84.0,이세계_유랑자,0.0596745027124773,,,,,,
84.0,무서워도본다맨,0.0867992766726944,,,,,,
84.0,레트로_캡틴,0.0379746835443038,,,,,,
18.0,액션_헌터,0.2310327110806645,,,,,,
18.0,무비_셜록,0.214249015242336,,,,,,
18.0,시네파_울보,0.1178283952731632,,,,,,
18.0,온기_수집가,0.1738311354684021,,,,,,
18.0,이세계_유랑자,0.1197122794999143,,,,,,
18.0,무서워도본다맨,0.1176571330707312,,,,,,
18.0,레트로_캡틴,0.0256893303647884,,,,,,
61.0,액션_헌터,0.2087475149105367,,,,,,
61.0,무비_셜록,0.2514910536779324,,,,,,
61.0,시네파_울보,0.1302186878727634,,,,,,
61.0,온기_수집가,0.1709741550695825,,,,,,
61.0,이세계_유랑자,0.0675944333996023,,,,,,
61.0,무서워도본다맨,0.151093439363817,,,,,,
61.0,레트로_캡틴,0.0198807157057654,,,,,,
83.0,액션_헌터,0.1870766023970818,,,,,,
83.0,무비_셜록,0.2141740489838457,,,,,,
83.0,시네파_울보,0.1610213652944241,,,,,,
83.0,온기_수집가,0.1896821261073475,,,,,,
83.0,이세계_유랑자,0.099009900990099,,,,,,
83.0,무서워도본다맨,0.1010943199583116,,,,,,
83.0,레트로_캡틴,0.04794163626889,,,,,,
50.0,액션_헌터,0.1910569105691057,,,,,,
50.0,무비_셜록,0.2211382113821138,,,,,,
50.0,시네파_울보,0.1471544715447154,,,,,,
50.0,온기_수집가,0.1869918699186991,,,,,,
50.0,이세계_유랑자,0.0943089430894309,,,,,,
50.0,무서워도본다맨,0.1130081300813008,,,,,,
50.0,레트로_캡틴,0.0463414634146341,,,,,,
34.0,액션_헌터,0.2329268292682927,,,,,,
34.0,무비_셜록,0.1914634146341463,,,,,,
34.0,시네파_울보,0.1109756097560975,,,,,,
34.0,온기_수집가,0.2280487804878049,,,,,,
34.0,이세계_유랑자,0.123170731707317,,,,,,
34.0,무서워도본다맨,0.1134146341463414,,,,,,
34.0,레트로_캡틴,0.0,,,,,,
96.0,액션_헌터,0.262379421221865,,,,,,
96.0,무비_셜록,0.1942122186495176,,,,,,
96.0,시네파_울보,0.0881028938906752,,,,,,
96.0,온기_수집가,0.1652733118971061,,,,,,
96.0,이세계_유랑자,0.1228295819935691,,,,,,
96.0,무서워도본다맨,0.1356913183279742,,,,,,
96.0,레트로_캡틴,0.0315112540192926,,,,,,
90.0,액션_헌터,0.1774193548387097,,,,,,
90.0,무비_셜록,0.1653225806451612,,,,,,
90.0,시네파_울보,0.2056451612903226,,,,,,
90.0,온기_수집가,0.314516129032258,,,,,,
90.0,이세계_유랑자,0.0967741935483871,,,,,,
90.0,무서워도본다맨,0.0403225806451612,,,,,,
90.0,레트로_캡틴,0.0,,,,,,
53.0,액션_헌터,0.073170731707317,,,,,,
53.0,무비_셜록,0.2195121951219512,,,,,,
53.0,시네파_울보,0.2682926829268293,,,,,,
53.0,온기_수집가,0.2926829268292683,,,,,,
53.0,이세계_유랑자,0.024390243902439,,,,,,
53.0,무서워도본다맨,0.048780487804878,,,,,,
53.0,레트로_캡틴,0.073170731707317,,,,,,
30.0,액션_헌터,0.3503455608718767,,,,,,
30.0,무비_셜록,0.1398192450824029,,,,,,
30.0,시네파_울보,0.0797448165869218,,,,,,
30.0,온기_수집가,0.1562998405103668,,,,,,
30.0,이세계_유랑자,0.1924508240297714,,,,,,
30.0,무서워도본다맨,0.0707070707070707,,,,,,
30.0,레트로_캡틴,0.0106326422115895,,,,,,
13.0,액션_헌터,0.3053435114503817,,,,,,
13.0,무비_셜록,0.2417302798982188,,,,,,
13.0,시네파_울보,0.1017811704834605,,,,,,
13.0,온기_수집가,0.1221374045801526,,,,,,
13.0,이세계_유랑자,0.0763358778625954,,,,,,
13.0,무서워도본다맨,0.1526717557251908,,,,,,
13.0,레트로_캡틴,0.0,,,,,,
47.0,액션_헌터,0.113235294117647,,,,,,
47.0,무비_셜록,0.2455882352941176,,,,,,
47.0,시네파_울보,0.238235294117647,,,,,,
47.0,온기_수집가,0.1926470588235294,,,,,,
47.0,이세계_유랑자,0.0602941176470588,,,,,,
47.0,무서워도본다맨,0.0823529411764705,,,,,,
47.0,레트로_캡틴,0.0676470588235294,,,,,,
27.0,액션_헌터,0.1872146118721461,,,,,,
27.0,무비_셜록,0.1278538812785388,,,,,,
27.0,시네파_울보,0.1834094368340943,,,,,,
27.0,온기_수집가,0.258751902587519,,,,,,
27.0,이세계_유랑자,0.1719939117199391,,,,,,
27.0,무서워도본다맨,0.0258751902587519,,,,,,
27.0,레트로_캡틴,0.0449010654490106,,,,,,
80.0,액션_헌터,0.284329563812601,,,,,,
80.0,무비_셜록,0.2261712439418416,,,,,,
80.0,시네파_울보,0.0807754442649434,,,,,,
80.0,온기_수집가,0.1138933764135702,,,,,,
80.0,이세계_유랑자,0.1114701130856219,,,,,,
80.0,무서워도본다맨,0.1744749596122778,,,,,,
80.0,레트로_캡틴,0.0088852988691437,,,,,,
11.0,액션_헌터,0.1961538461538461,,,,,,
11.0,무비_셜록,0.2243589743589743,,,,,,
11.0,시네파_울보,0.2076923076923077,,,,,,
11.0,온기_수집가,0.1974358974358974,,,,,,
11.0,이세계_유랑자,0.0423076923076923,,,,,,
11.0,무서워도본다맨,0.0807692307692307,,,,,,
11.0,레트로_캡틴,0.0512820512820512,,,,,,
39.0,액션_헌터,0.2531894013738959,,,,,,
39.0,무비_셜록,0.2124631992149165,,,,,,
