user_id,persona_id,score
1,액션_헌터,0.1948240767665019
1,이세계_유랑자,0.13666763594068043
1,무비_셜록,0.17388775806920617
1,무서워도본다맨,0.032858389066589125
1,시네파_울보,0.12678104100029078
1,온기_수집가,0.20587380052340798
1,레트로_캡틴,0.12910729863332365
2,액션_헌터,0.1893063583815029
2,이세계_유랑자,0.049132947976878616
2,무비_셜록,0.2384393063583815
2,무서워도본다맨,0.044797687861271675
2,시네파_울보,0.15895953757225434
2,온기_수집가,0.16907514450867053
2,레트로_캡틴,0.15028901734104047
3,액션_헌터,0.2615384615384616
3,이세계_유랑자,0.2307692307692308
3,무비_셜록,0.10000000000000002
3,무서워도본다맨,0.06153846153846155
3,시네파_울보,0.03846153846153847
3,온기_수집가,0.2692307692307693
3,레트로_캡틴,0.03846153846153847
4,액션_헌터,0.14654226125137212
4,이세계_유랑자,0.09055982436882547
4,무비_셜록,0.19484083424807905
4,무서워도본다맨,0.05323819978046103
4,시네파_울보,0.17727771679473106
4,온기_수집가,0.216794731064764
4,레트로_캡틴,0.1207464324917673
5,액션_헌터,0.13443072702331962
5,이세계_유랑자,0.09053497942386832
5,무비_셜록,0.21262002743484226
5,무서워도본다맨,0.04801097393689986
5,시네파_울보,0.1550068587105624
5,온기_수집가,0.21262002743484226
5,레트로_캡틴,0.1467764060356653
6,액션_헌터,0.1260932944606414
6,이세계_유랑자,0.11224489795918367
6,무비_셜록,0.16909620991253643
6,무서워도본다맨,0.016763848396501458
6,시네파_울보,0.17055393586005832
6,온기_수집가,0.26166180758017493
6,레트로_캡틴,0.14358600583090378
7,액션_헌터,0.234704641350211
7,이세계_유랑자,0.18407172995780594
7,무비_셜록,0.1445147679324895
7,무서워도본다맨,0.05537974683544304
7,시네파_울보,0.09124472573839663
7,온기_수집가,0.20886075949367092
7,레트로_캡틴,0.08122362869198313
8,액션_헌터,0.13475177304964542
8,이세계_유랑자,0.07092198581560286
8,무비_셜록,0.22517730496453903
8,무서워도본다맨,0.06382978723404256
8,시네파_울보,0.12588652482269505
8,온기_수집가,0.22163120567375888
8,레트로_캡틴,0.15780141843971635
9,액션_헌터,0.15988372093023256
9,이세계_유랑자,0.13662790697674418
9,무비_셜록,0.16715116279069767
9,무서워도본다맨,0.036337209302325583
9,시네파_울보,0.1438953488372093
9,온기_수집가,0.19767441860465115
9,레트로_캡틴,0.15843023255813954
10,액션_헌터,0.12067881835323697
10,이세계_유랑자,0.11313639220615966
10,무비_셜록,0.16719044626021373
10,무서워도본다맨,0.018227529855436835
10,시네파_울보,0.1665619107479573
10,온기_수집가,0.27529855436832185
10,레트로_캡틴,0.1389063482086738
11,액션_헌터,0.15120593692022263
11,이세계_유랑자,0.05844155844155844
11,무비_셜록,0.19944341372912802
11,무서워도본다맨,0.017625231910946195
11,시네파_울보,0.16883116883116883
11,온기_수집가,0.19851576994434136
11,레트로_캡틴,0.20593692022263452
12,액션_헌터,0.025052192066805846
12,이세계_유랑자,0.08977035490605428
12,무비_셜록,0.14822546972860126
12,무서워도본다맨,0.0
12,시네파_울보,0.2839248434237996
12,온기_수집가,0.2881002087682672
12,레트로_캡틴,0.1649269311064718
13,액션_헌터,0.2508361204013378
13,이세계_유랑자,0.05016722408026756
13,무비_셜록,0.27591973244147155
13,무서워도본다맨,0.08361204013377926
13,시네파_울보,0.11705685618729098
13,온기_수집가,0.13043478260869565
13,레트로_캡틴,0.09197324414715718
14,액션_헌터,0.16028368794326245
14,이세계_유랑자,0.07092198581560286
14,무비_셜록,0.20283687943262413
14,무서워도본다맨,0.055319148936170216
14,시네파_울보,0.14893617021276598
14,온기_수집가,0.21985815602836883
14,레트로_캡틴,0.1418439716312057
15,액션_헌터,0.2306654676258993
15,이세계_유랑자,0.13983812949640287
15,무비_셜록,0.1767086330935252
15,무서워도본다맨,0.06384892086330936
15,시네파_울보,0.10746402877697842
15,온기_수집가,0.1704136690647482
15,레트로_캡틴,0.1110611510791367
16,액션_헌터,0.1725
16,이세계_유랑자,0.0925
16,무비_셜록,0.225625
16,무서워도본다맨,0.070625
16,시네파_울보,0.115
16,온기_수집가,0.200625
16,레트로_캡틴,0.123125
17,액션_헌터,0.20514285714285718
17,이세계_유랑자,0.12971428571428575
17,무비_셜록,0.19314285714285717
17,무서워도본다맨,0.042857142857142864
17,시네파_울보,0.10742857142857144
17,온기_수집가,0.1925714285714286
17,레트로_캡틴,0.12914285714285717
18,액션_헌터,0.20853754940711464
18,이세계_유랑자,0.11367588932806325
18,무비_셜록,0.21106719367588933
18,무서워도본다맨,0.06181818181818182
18,시네파_울보,0.11636363636363636
18,온기_수집가,0.17280632411067193
18,레트로_캡틴,0.11573122529644268
19,액션_헌터,0.21666666666666667
19,이세계_유랑자,0.15977011494252874
19,무비_셜록,0.16666666666666666
19,무서워도본다맨,0.08045977011494253
19,시네파_울보,0.10344827586206896
19,온기_수집가,0.2160919540229885
19,레트로_캡틴,0.056896551724137934
20,액션_헌터,0.16480965645311052
20,이세계_유랑자,0.275766016713092
20,무비_셜록,0.07381615598885795
20,무서워도본다맨,0.011606313834726092
20,시네파_울보,0.11281337047353762
20,온기_수집가,0.30826369545032506
20,레트로_캡틴,0.05292479108635098
21,액션_헌터,0.2903225806451613
21,이세계_유랑자,0.24243431992018624
21,무비_셜록,0.09910209511140672
21,무서워도본다맨,0.034918523445294315
21,시네파_울보,0.06418357166611241
21,온기_수집가,0.2218157632191553
21,레트로_캡틴,0.047223145992683735
22,액션_헌터,0.18969072164948453
22,이세계_유랑자,0.06494845360824743
22,무비_셜록,0.2381443298969072
22,무서워도본다맨,0.06907216494845361
22,시네파_울보,0.1422680412371134
22,온기_수집가,0.17422680412371133
22,레트로_캡틴,0.12164948453608247
23,액션_헌터,0.17855168601437257
23,이세계_유랑자,0.07352128247650636
23,무비_셜록,0.25483692647871753
23,무서워도본다맨,0.08844665561083472
23,시네파_울보,0.10668877833056938
23,온기_수집가,0.1730237700386954
23,레트로_캡틴,0.12493090105030404
24,액션_헌터,0.2094915254237288
24,이세계_유랑자,0.11661016949152542
24,무비_셜록,0.1871186440677966
